"YEAR","ID_","AGE","EDUC","SEX","RACE","RICHWORK","JOBINC","GETAHEAD","TIMEPDWK","TIMELEIS","WRKEARN","WRKENJOY","SECJOB","HIINC","PROMOTN","INTJOB","WRKINDP","HLPOTHS","HLPSOC","FLEXHRS","IWRKHARD","JOBSAT","HELPORG1"
2006,2560,89,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2561,32,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2562,72,12,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2563,32,17,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2564,34,12,2,1,0,2,1,3,3,3,2,2,2,2,1,2,2,1,3,0,3,1
2006,2565,33,15,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2566,74,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2567,89,16,1,1,0,5,0,8,3,3,3,3,3,3,3,3,3,3,3,0,0,0
2006,2568,75,20,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2569,39,17,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2570,59,16,1,1,0,3,3,4,3,4,4,2,2,3,2,4,2,2,4,0,3,1
2006,2571,26,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2572,37,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2573,60,16,2,1,0,3,0,3,2,4,2,1,2,1,1,1,1,1,3,0,3,2
2006,2574,32,12,1,1,0,1,0,1,3,4,1,1,2,2,1,2,2,2,5,0,0,0
2006,2575,44,20,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2576,39,17,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2577,41,16,2,2,0,4,0,4,1,4,2,1,2,2,1,1,1,1,1,0,1,2
2006,2578,54,16,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2579,21,14,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2580,53,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2581,49,9,2,2,0,1,1,1,1,1,4,2,2,2,2,2,2,1,2,0,0,0
2006,2582,27,17,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2583,30,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2584,67,8,1,2,0,1,3,1,3,2,1,1,1,1,1,1,1,1,2,0,0,0
2006,2585,57,7,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2586,70,16,2,2,0,4,1,4,3,4,2,1,2,2,1,2,1,2,2,0,0,0
2006,2587,53,14,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2588,41,12,1,2,0,2,0,1,1,3,3,3,2,2,2,1,2,2,1,0,5,2
2006,2589,35,17,1,1,0,2,3,3,1,3,2,2,2,4,1,2,2,3,1,0,2,1
2006,2590,75,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2591,32,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2592,28,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2593,24,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2594,23,14,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2595,68,13,2,1,0,3,1,3,3,5,2,2,2,2,2,3,2,2,2,0,3,1
2006,2596,27,12,1,1,0,3,2,4,3,4,2,1,3,2,1,2,2,2,3,0,6,2
2006,2597,29,16,1,1,0,2,0,3,4,5,2,2,2,2,1,4,2,1,4,0,3,2
2006,2598,26,17,2,1,0,3,0,4,1,4,2,3,4,2,1,1,2,3,3,0,3,2
2006,2599,54,16,2,1,0,1,1,3,1,3,4,1,2,2,1,2,2,2,3,0,4,2
2006,2600,67,16,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2601,31,13,1,1,0,3,2,3,3,4,2,2,2,2,1,3,2,2,2,0,3,1
2006,2602,34,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2603,21,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2604,26,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2605,26,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2606,66,16,1,1,0,3,1,3,2,4,2,4,2,2,2,2,1,1,2,0,2,1
2006,2607,22,12,2,2,0,1,0,1,2,2,4,1,1,1,1,2,2,1,1,0,2,2
2006,2608,53,18,1,1,0,2,0,4,1,5,2,2,2,1,1,1,2,1,1,0,2,1
2006,2609,59,13,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2610,21,11,1,1,0,1,0,2,2,2,2,1,2,1,1,1,1,1,2,0,3,2
2006,2611,60,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2612,25,16,2,1,0,3,1,3,1,5,1,2,2,1,1,2,1,1,2,0,2,2
2006,2613,60,12,2,2,0,4,1,4,1,5,4,1,2,2,1,1,1,1,2,0,0,0
2006,2614,55,20,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2615,50,16,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2616,26,16,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2617,27,12,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2618,21,10,2,2,0,1,1,2,2,4,2,1,1,2,2,2,2,1,3,0,0,0
2006,2619,21,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2620,26,16,1,1,0,2,3,8,2,4,4,1,2,2,1,3,2,1,5,0,0,0
2006,2621,72,18,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2622,20,13,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2623,28,12,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2624,66,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2625,83,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2626,41,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2627,57,12,1,1,0,4,2,1,2,4,2,1,3,2,1,1,1,1,2,0,1,1
2006,2628,33,14,1,1,0,4,2,3,3,3,4,2,4,2,1,1,1,1,4,0,2,2
2006,2629,66,12,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2630,76,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2631,54,12,2,1,0,3,0,1,3,4,2,2,2,2,1,2,2,2,2,0,0,0
2006,2632,36,16,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2633,66,14,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2634,36,16,2,1,0,5,1,3,1,4,1,1,3,1,1,2,1,1,2,0,2,2
2006,2635,23,17,2,1,0,5,0,1,2,5,2,2,4,2,1,4,1,1,4,0,3,1
2006,2636,41,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2637,59,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2638,33,19,1,3,0,3,0,3,3,5,2,3,2,2,2,2,1,1,2,0,1,2
2006,2639,59,16,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2640,74,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2641,37,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2642,32,9,2,3,0,4,1,2,2,3,2,1,2,1,1,3,2,2,3,0,0,0
2006,2643,45,16,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2644,60,15,1,1,0,3,2,4,2,4,2,1,2,2,1,1,2,2,3,0,2,1
2006,2645,30,20,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2646,38,17,2,1,0,1,0,3,1,5,2,1,2,2,2,4,3,1,4,0,2,1
2006,2647,30,13,2,1,0,3,1,2,3,1,3,1,1,1,1,3,2,1,3,0,3,1
2006,2648,29,16,1,1,0,2,1,3,2,4,2,2,2,2,2,2,3,2,2,0,3,2
2006,2649,55,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2650,26,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2651,52,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2652,51,9,2,1,0,2,1,3,2,4,2,1,1,1,1,2,1,2,1,0,0,0
2006,2653,22,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2654,29,12,1,2,0,1,0,5,3,3,1,5,1,1,2,1,1,1,5,0,4,1
2006,2655,30,15,1,1,0,3,0,3,3,5,1,1,2,1,1,1,1,1,3,0,1,1
2006,2656,41,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2657,69,12,2,1,0,1,1,3,3,4,4,1,2,2,2,2,1,2,4,0,2,1
2006,2658,61,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2659,39,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2660,23,14,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2661,49,13,2,1,0,2,0,4,2,3,2,1,1,1,1,2,2,3,2,0,3,1
2006,2662,53,12,2,1,0,2,3,5,2,4,4,1,2,2,2,1,2,2,1,0,2,1
2006,2663,99,20,1,2,0,3,0,3,2,9,2,1,2,1,2,3,1,1,2,0,3,2
2006,2664,37,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2665,25,14,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2666,28,14,2,2,0,1,1,3,1,3,2,1,1,1,2,2,1,1,1,0,0,0
2006,2667,64,13,2,1,0,3,0,8,2,5,4,2,3,1,1,2,4,2,5,0,0,0
2006,2668,41,11,1,1,0,3,0,3,1,2,3,1,2,2,2,1,1,1,2,0,3,2
2006,2669,57,12,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2670,68,5,2,1,0,4,3,8,8,2,2,1,1,1,1,1,1,2,2,0,0,0
2006,2671,71,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2672,58,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2673,35,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2674,46,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2675,43,10,1,1,0,1,0,4,2,4,2,2,1,2,2,2,2,2,4,0,2,2
2006,2676,72,12,2,1,0,3,1,3,2,3,2,2,2,3,1,2,2,2,3,0,2,3
2006,2677,54,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2678,63,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2679,53,12,1,1,0,4,1,3,4,5,5,1,5,1,1,2,3,5,2,0,5,1
2006,2680,52,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2681,71,9,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2682,48,10,2,1,0,4,0,3,3,2,2,1,1,1,2,3,2,2,3,0,0,0
2006,2683,39,10,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2684,70,11,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2685,38,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2686,39,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2687,35,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2688,77,13,2,1,0,3,2,8,1,5,1,1,2,1,1,3,2,2,5,0,0,0
2006,2689,38,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2690,38,16,2,1,0,2,0,3,3,5,2,1,2,2,1,3,2,2,4,0,1,2
2006,2691,45,12,1,1,0,2,0,3,2,3,2,1,2,2,2,3,2,1,2,0,4,3
2006,2692,57,12,1,1,0,1,1,3,3,4,2,1,1,4,4,4,4,4,4,0,1,1
2006,2693,32,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2694,32,9,1,1,0,1,0,4,1,4,3,1,1,1,2,1,2,1,3,0,7,2
2006,2695,55,12,1,1,0,9,0,8,8,5,2,1,5,5,3,3,3,3,3,0,0,0
2006,2696,36,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2697,59,17,1,1,0,3,0,3,2,4,1,2,3,2,1,2,1,1,2,0,2,2
2006,2698,75,13,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2699,75,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2700,47,12,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2701,61,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2702,54,12,1,3,0,3,0,2,2,4,3,1,2,1,2,1,2,2,3,0,3,2
2006,2703,35,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2704,30,11,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2705,33,9,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2706,23,15,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2707,46,6,2,3,0,3,1,2,3,2,2,1,1,1,1,1,2,2,1,0,0,0
2006,2708,49,16,2,3,0,3,1,1,2,4,4,1,2,1,3,3,2,2,4,0,1,2
2006,2709,35,16,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2710,47,16,1,3,0,5,0,3,3,2,2,2,2,2,2,2,2,3,3,0,2,2
2006,2711,71,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2712,35,9,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2713,48,12,2,3,0,4,0,3,1,2,2,1,2,1,1,1,2,2,2,0,1,2
2006,2714,52,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2715,20,13,1,1,0,4,0,3,2,2,2,2,3,2,2,4,1,3,1,0,0,0
2006,2716,34,12,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2717,49,13,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2718,33,11,1,3,0,3,0,1,1,4,5,1,1,1,1,1,2,1,1,0,6,5
2006,2719,70,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2720,43,13,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2721,71,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2722,19,12,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2723,36,20,1,3,0,4,0,3,2,5,2,2,3,2,1,2,1,1,1,0,2,1
2006,2724,41,12,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2725,43,20,1,1,0,5,2,3,2,4,3,2,3,2,1,2,2,2,3,0,2,2
2006,2726,30,13,1,1,0,2,2,3,3,2,2,2,2,1,2,2,2,2,2,0,3,2
2006,2727,64,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2728,40,9,2,3,0,4,0,3,3,1,2,1,1,1,1,2,2,2,2,0,4,2
2006,2729,49,10,2,3,0,3,1,3,3,4,4,1,1,2,1,2,2,2,2,0,1,1
2006,2730,58,12,1,3,0,2,0,3,1,2,2,1,1,1,1,1,1,1,1,0,0,0
2006,2731,39,13,1,3,0,3,2,3,1,1,5,1,1,1,1,1,1,1,1,0,3,4
2006,2732,31,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2733,32,15,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2734,19,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2735,47,6,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2736,37,12,1,3,0,5,0,3,3,3,2,1,3,2,2,3,2,2,3,0,2,3
2006,2737,32,11,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2738,20,12,2,3,0,3,0,2,2,2,2,1,3,1,2,2,1,2,4,0,3,3
2006,2739,51,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2740,29,13,2,3,0,2,1,3,3,2,2,1,1,1,1,2,1,1,3,0,1,1
2006,2741,53,12,1,3,0,3,0,1,3,2,1,1,1,1,2,3,2,1,3,0,4,1
2006,2742,52,9,1,3,0,4,9,1,3,2,2,1,1,2,3,4,2,2,3,0,1,3
2006,2743,38,12,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2744,41,9,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2745,28,9,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2746,37,17,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2747,45,12,2,3,0,1,0,1,3,2,4,1,1,1,1,1,1,1,1,0,4,1
2006,2748,42,13,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2749,34,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2750,39,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2751,33,8,1,3,0,2,1,1,5,2,1,2,2,2,2,2,2,2,1,0,1,3
2006,2752,42,9,2,3,0,4,0,1,1,2,5,1,2,2,3,3,2,2,2,0,0,0
2006,2753,33,9,2,3,0,4,1,1,3,2,2,2,1,1,2,1,1,1,2,0,0,0
2006,2754,55,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2755,55,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2756,70,12,1,1,0,4,0,8,3,5,2,1,2,1,1,2,2,2,2,0,0,0
2006,2757,39,17,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2758,39,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2759,35,12,2,3,0,3,1,3,2,5,1,1,3,1,1,1,2,2,3,0,1,3
2006,2760,19,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2761,42,12,1,2,0,3,1,4,3,3,2,1,2,1,2,2,1,1,4,0,4,2
2006,2762,27,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2763,31,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2764,39,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2765,34,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2766,27,15,1,1,0,1,1,3,2,4,2,1,2,1,1,2,1,1,4,0,3,2
2006,2767,54,12,1,1,0,3,0,1,2,4,2,2,3,2,1,2,2,1,3,0,0,0
2006,2768,27,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2769,28,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2770,55,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2771,67,14,1,1,0,1,0,3,2,4,2,2,2,2,3,2,2,2,2,0,2,2
2006,2772,19,11,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2773,59,8,2,1,0,3,2,3,1,4,1,1,1,1,2,1,2,1,2,0,7,5
2006,2774,39,12,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2775,43,16,2,1,0,3,1,4,2,4,2,1,2,2,1,2,2,1,2,0,4,2
2006,2776,27,12,1,1,0,2,0,4,3,3,2,1,2,2,1,2,1,2,3,0,6,2
2006,2777,22,10,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2778,33,20,1,1,0,3,1,3,3,2,2,2,2,2,1,1,2,2,2,0,2,2
2006,2779,28,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2780,31,14,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2781,53,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2782,51,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2783,42,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2784,54,16,2,1,0,5,1,3,1,4,4,1,3,2,1,1,1,1,3,0,6,2
2006,2785,45,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2786,40,12,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2787,60,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2788,60,14,2,1,0,2,1,3,3,4,3,2,2,3,1,1,1,1,4,0,2,3
2006,2789,56,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2790,53,14,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2791,42,19,1,1,0,2,1,4,1,4,2,2,2,2,2,2,2,2,2,0,3,3
2006,2792,33,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2793,57,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2794,66,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2795,74,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2796,47,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2797,51,13,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2798,77,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2799,49,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2800,26,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2801,30,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2802,47,16,2,1,0,3,1,8,8,4,5,4,2,2,2,2,2,2,2,0,0,0
2006,2803,34,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2804,39,13,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2805,46,16,1,1,0,3,0,3,1,5,5,1,4,2,1,1,1,1,3,0,1,2
2006,2806,37,14,2,1,0,3,1,3,3,4,2,1,2,2,2,1,1,2,3,0,3,2
2006,2807,44,16,2,1,0,2,0,3,2,4,2,1,2,2,1,3,2,2,4,0,3,2
2006,2808,50,14,1,1,0,3,2,3,3,5,4,3,3,3,1,1,3,1,3,0,1,2
2006,2809,77,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2810,64,14,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2811,47,16,1,1,0,1,1,3,2,5,1,1,1,1,1,1,1,1,1,0,2,1
2006,2812,63,12,2,2,0,5,0,8,4,4,2,1,4,3,3,3,2,2,1,0,0,0
2006,2813,59,16,1,1,0,3,1,8,2,5,3,1,1,1,1,2,2,2,1,0,1,1
2006,2814,25,17,2,1,0,3,3,3,1,5,1,1,3,2,1,3,1,2,3,0,2,2
2006,2815,59,18,2,1,0,2,2,5,1,2,2,2,2,3,1,2,2,1,3,0,2,3
2006,2816,21,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2817,42,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2818,26,16,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2819,64,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2820,50,12,1,3,0,2,1,4,2,4,2,1,2,1,1,2,2,1,2,0,3,2
2006,2821,69,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2822,49,12,2,1,0,1,1,3,1,3,2,1,1,2,1,1,1,1,1,0,3,2
2006,2823,28,14,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2824,58,14,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2825,76,11,2,1,0,2,1,8,3,3,2,1,1,1,1,2,2,2,4,0,0,0
2006,2826,29,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2827,39,14,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2828,33,15,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2829,44,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2830,36,16,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2831,67,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2832,58,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2833,37,16,2,1,0,5,2,4,2,4,2,1,3,2,2,1,1,1,2,0,1,2
2006,2834,38,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2835,70,14,2,1,0,2,0,8,3,2,2,1,2,1,2,2,1,1,2,0,0,0
